3.409195013251140605e+00,1.459622682183553621e+01
2.987937721816534165e+00,1.515867351565966281e+01
3.310444884693836354e+00,1.556141890204133027e+01
2.760079649934986445e+00,1.640749757639587969e+01
6.579894568936042631e+00,1.596155480015966077e+01
6.404104196187759612e+00,1.289316758086434689e+01
3.817135917695434699e+00,1.709273838141474045e+01
7.961114359945900887e+00,1.584747863706068394e+01
2.308552233736229198e+00,1.619465463245743919e+01
5.223102751360947593e+00,1.749800579604326245e+01
1.977955693962919925e+00,1.419755795517726504e+01
4.914234282601590564e+00,1.479046418252475625e+01
3.803771654171328453e+00,1.675020440720653170e+01
4.817503385558055129e+00,1.777758931560266831e+01
3.605473778278111219e+00,1.494828546811485381e+01
2.642886462265863656e+00,1.482202578195473208e+01
3.201057366566358198e+00,1.480809765484352525e+01
5.533599110873689497e+00,1.563806570536569041e+01
6.000033122920035211e+00,1.687090669179518798e+01
1.011777280146776370e+00,1.317715180427058996e+01
7.011590584353504241e-01,1.701384467075257234e+01
5.525912682655629737e+00,1.528052692210168573e+01
3.335255750160653232e+00,1.462542332229867803e+01
6.763975800999666887e+00,1.473646081255106388e+01
1.462293542553421144e+00,1.419631226694109571e+01
3.479057729417334599e+00,1.522592553657094072e+01
2.038795078546060235e+00,1.320900312023848500e+01
3.421016283440291517e+00,1.552930801591717369e+01
1.009192338560278124e+00,1.500215914515062998e+01
4.250340778833213484e+00,1.694829296531955620e+01
4.165185188604766608e+00,1.421994331563595182e+01
3.375314276161261784e+00,1.546924850113816596e+01
5.697651678875000236e+00,1.507326018655389532e+01
2.198060163762966646e+00,1.428218955254349254e+01
8.819125367142999217e-01,1.366607056484277471e+01
1.898611969175397318e+00,1.799760109757432858e+01
5.758026976716615231e+00,1.471876497371651027e+01
4.878912184259175611e+00,1.619819813243761430e+01
5.431663710682769874e+00,1.541746695270837719e+01
7.562610703641423626e+00,1.851332201425717727e+01
3.859228420445834473e+00,1.661466014565477778e+01
4.002220840912740663e+00,1.454945530725463421e+01
3.524615530581650447e+00,1.377382729030964725e+01
5.511314626731091515e+00,1.627002430827025492e+01
4.256963407053645732e+00,1.452493988049798723e+01
3.056694793044879344e+00,1.505277583084734516e+01
3.975998264003997917e+00,1.668993214136792247e+01
3.771961169059535379e+00,1.514109754537893515e+01
2.723301963735765607e+00,1.596413048149751646e+01
-4.158563093036224956e-01,1.351253268494255444e+01
4.456452759521540408e+00,1.383195095752873272e+01
6.637555162780622631e+00,1.826051786241833952e+01
5.548517382241876739e+00,1.576934431095756928e+01
3.085601525297731129e+00,1.550306501303829343e+01
2.268435522701221174e+00,1.442274770855990695e+01
6.226281285692749634e+00,1.678708105247127236e+01
